product_id,category_code,brand,price,total_events,views,carts,purchases,popularity_score
1003159,electronics.smartphone,sony,123.56,2,2,0,0,0.00029308323563883556
1003176,electronics.smartphone,xiaomi,434.76,4,4,0,0,0.0008792497069165067
1003183,electronics.smartphone,huawei,128.19,2,2,0,0,0.00029308323563883556
1003184,electronics.smartphone,huawei,128.19,1,1,0,0,0.0
1003195,electronics.smartphone,huawei,124.2,17,17,0,0,0.004689331770221369
1003203,electronics.smartphone,gionee,95.21,4,4,0,0,0.0008792497069165067
1003208,electronics.smartphone,unknown,184.82,23,22,0,1,0.007620164126609725
1003209,electronics.smartphone,unknown,218.77,2,2,0,0,0.00029308323563883556
1003210,electronics.smartphone,samsung,330.86,2,2,0,0,0.00029308323563883556
1003221,electronics.smartphone,nokia,110.66,5,5,0,0,0.0011723329425553423
1003222,electronics.smartphone,nokia,77.2,2,2,0,0,0.00029308323563883556
1003225,electronics.smartphone,samsung,199.92,4,4,0,0,0.0008792497069165067
1003234,electronics.smartphone,huawei,128.42,5,5,0,0,0.0011723329425553423
1003235,electronics.smartphone,huawei,128.42,1,1,0,0,0.0
1003281,electronics.smartphone,samsung,746.22,5,5,0,0,0.0011723329425553423
1003285,electronics.smartphone,samsung,602.07,76,75,0,1,0.02315357561546801
1003293,electronics.smartphone,xiaomi,509.81,6,6,0,0,0.0014654161781941777
1003298,electronics.smartphone,nokia,120.96,5,5,0,0,0.0011723329425553423
1003304,electronics.smartphone,apple,571.56,214,204,6,4,0.07063305978895937
1003305,electronics.smartphone,apple,610.0,66,65,1,0,0.019636576787801983
1003306,electronics.smartphone,apple,587.56,457,415,26,16,0.16764361078541393
1003307,electronics.smartphone,apple,764.45,31,31,0,0,0.008792497069165066
1003308,electronics.smartphone,apple,1158.07,7,7,0,0,0.0017584994138330134
1003309,electronics.smartphone,apple,1063.42,12,11,0,1,0.004396248534582533
1003310,electronics.smartphone,apple,746.29,216,202,5,9,0.07649472450173608
1003311,electronics.smartphone,apple,782.34,24,21,1,2,0.009671746776081574
1003312,electronics.smartphone,apple,710.3,173,167,5,1,0.054513481828823415
1003313,electronics.smartphone,apple,981.54,24,24,0,0,0.0067409144196932174
1003314,electronics.smartphone,apple,991.07,7,7,0,0,0.0017584994138330134
1003315,electronics.smartphone,apple,979.16,18,17,0,1,0.006154747948415547
1003316,electronics.smartphone,apple,946.97,315,294,9,12,0.1113716295427575
1003317,electronics.smartphone,apple,957.53,514,479,13,22,0.1837631887455499
1003318,electronics.smartphone,apple,1070.8,60,57,2,1,0.019636576787801983
1003319,electronics.smartphone,apple,1067.69,45,41,2,2,0.01641266119577479
1003328,electronics.smartphone,nokia,573.17,15,15,0,0,0.004103165298943698
1003338,electronics.smartphone,xiaomi,171.97,8,8,0,0,0.002051582649471849
1003339,electronics.smartphone,xiaomi,200.78,5,5,0,0,0.0011723329425553423
1003347,electronics.smartphone,xiaomi,119.69,9,9,0,0,0.0023446658851106845
1003363,electronics.smartphone,apple,535.38,109,104,0,5,0.03751465416177095
1003371,electronics.smartphone,sony,411.59,21,21,0,0,0.005861664712776711
1003372,electronics.smartphone,sony,411.31,6,6,0,0,0.0014654161781941777
1003385,electronics.smartphone,gionee,123.56,3,3,0,0,0.0005861664712776711
1003391,electronics.smartphone,meizu,406.66,3,3,0,0,0.0005861664712776711
1003415,electronics.smartphone,meizu,326.96,3,3,0,0,0.0005861664712776711
1003416,electronics.smartphone,meizu,231.64,13,13,0,0,0.0035169988276660268
1003428,electronics.smartphone,meizu,409.18,22,21,0,1,0.007327080890970889
1003438,electronics.smartphone,gionee,74.65,3,3,0,0,0.0005861664712776711
1003439,electronics.smartphone,gionee,74.65,9,9,0,0,0.0023446658851106845
1003441,electronics.smartphone,nokia,407.11,10,10,0,0,0.00263774912074952
1003447,electronics.smartphone,nokia,113.21,3,3,0,0,0.0005861664712776711
1003461,electronics.smartphone,xiaomi,373.21,15,15,0,0,0.004103165298943698
1003475,electronics.smartphone,google,885.27,30,30,0,0,0.008499413833526231
1003484,electronics.smartphone,xiaomi,169.9,10,10,0,0,0.00263774912074952
1003499,electronics.smartphone,oneplus,462.05,23,23,0,0,0.006447831184054382
1003507,electronics.smartphone,unknown,0.0,1,1,0,0,0.0
1003509,electronics.smartphone,xiaomi,175.56,5,5,0,0,0.0011723329425553423
1003524,electronics.smartphone,huawei,231.38,10,10,0,0,0.00263774912074952
1003525,electronics.smartphone,oneplus,460.66,41,41,0,0,0.011723329425553422
1003527,electronics.smartphone,xiaomi,201.43,33,33,0,0,0.009378663540442738
1003530,electronics.smartphone,xiaomi,128.62,2,2,0,0,0.00029308323563883556
1003532,electronics.smartphone,samsung,360.11,1,1,0,0,0.0
1003533,electronics.smartphone,samsung,301.08,6,6,0,0,0.0014654161781941777
1003535,electronics.smartphone,samsung,460.5,81,81,0,0,0.023446658851106843
1003546,electronics.smartphone,ark,77.22,2,2,0,0,0.00029308323563883556
1003548,electronics.smartphone,samsung,386.08,10,10,0,0,0.00263774912074952
1003549,electronics.smartphone,samsung,344.64,194,193,0,1,0.05773739742085061
1003551,electronics.smartphone,xiaomi,437.59,12,12,0,0,0.003223915592027191
1003566,electronics.smartphone,xiaomi,483.92,4,4,0,0,0.0008792497069165067
1003571,electronics.smartphone,xiaomi,251.19,39,39,0,0,0.011137162954275751
1003572,electronics.smartphone,xiaomi,151.96,1,1,0,0,0.0
1003592,electronics.smartphone,meizu,151.57,5,5,0,0,0.0011723329425553423
1003599,electronics.smartphone,unknown,192.8,1,1,0,0,0.0
1003609,electronics.smartphone,meizu,126.13,43,43,0,0,0.012309495896831094
1003610,electronics.smartphone,meizu,118.9,1,1,0,0,0.0
1003611,electronics.smartphone,meizu,151.57,6,6,0,0,0.0014654161781941777
1003613,electronics.smartphone,doogee,154.42,5,4,0,1,0.0023446658851106845
1003614,electronics.smartphone,doogee,154.19,6,6,0,0,0.0014654161781941777
1003617,electronics.smartphone,doogee,151.61,1,1,0,0,0.0
1003622,electronics.smartphone,doogee,133.2,16,16,0,0,0.004396248534582533
1003636,electronics.smartphone,xiaomi,483.92,8,8,0,0,0.002051582649471849
1003645,electronics.smartphone,nokia,128.96,4,4,0,0,0.0008792497069165067
1003652,electronics.smartphone,xiaomi,246.85,8,8,0,0,0.002051582649471849
1003656,electronics.smartphone,xiaomi,228.25,12,12,0,0,0.003223915592027191
1003657,electronics.smartphone,samsung,120.7,1,1,0,0,0.0
1003665,electronics.smartphone,xiaomi,128.78,7,7,0,0,0.0017584994138330134
1003705,electronics.smartphone,huawei,192.54,51,49,0,2,0.016998827667052463
1003706,electronics.smartphone,huawei,128.42,13,13,0,0,0.0035169988276660268
1003707,electronics.smartphone,huawei,151.87,30,30,0,0,0.008499413833526231
1003709,electronics.smartphone,samsung,715.02,72,72,0,0,0.020808909730357324
1003710,electronics.smartphone,samsung,643.49,2,2,0,0,0.00029308323563883556
1003711,electronics.smartphone,samsung,669.23,17,17,0,0,0.004689331770221369
1003712,electronics.smartphone,samsung,746.48,78,77,0,1,0.02373974208674568
1003713,electronics.smartphone,samsung,767.07,3,3,0,0,0.0005861664712776711
1003714,electronics.smartphone,samsung,720.46,6,6,0,0,0.0014654161781941777
1003726,electronics.smartphone,sony,154.42,24,24,0,0,0.0067409144196932174
1003738,electronics.smartphone,samsung,120.7,1,1,0,0,0.0
1003746,electronics.smartphone,sony,283.12,18,18,0,0,0.004982415005860204
1003747,electronics.smartphone,sony,282.81,2,2,0,0,0.00029308323563883556
1003750,electronics.smartphone,sony,257.38,5,5,0,0,0.0011723329425553423
1003751,electronics.smartphone,sony,257.38,8,8,0,0,0.002051582649471849
1003752,electronics.smartphone,sony,257.38,16,16,0,0,0.004396248534582533
1003756,electronics.smartphone,nokia,72.28,17,17,0,0,0.004689331770221369
1003768,electronics.smartphone,huawei,485.54,84,84,0,0,0.02432590855802335
1003769,electronics.smartphone,huawei,463.07,134,133,0,1,0.04015240328252047
1003770,electronics.smartphone,huawei,182.99,84,82,0,2,0.026670574443134035
1003771,electronics.smartphone,huawei,231.38,10,10,0,0,0.00263774912074952
1003772,electronics.smartphone,huawei,257.12,21,20,0,1,0.0070339976553320535
1003774,electronics.smartphone,nokia,370.2,25,25,0,0,0.0070339976553320535
1003777,electronics.smartphone,nokia,218.77,3,3,0,0,0.0005861664712776711
1003793,electronics.smartphone,meizu,225.42,3,3,0,0,0.0005861664712776711
1003798,electronics.smartphone,nokia,639.53,25,25,0,0,0.0070339976553320535
1003800,electronics.smartphone,apple,823.32,43,43,0,0,0.012309495896831094
1003802,electronics.smartphone,apple,1000.03,7,7,0,0,0.0017584994138330134
1003811,electronics.smartphone,honor,154.19,19,19,0,0,0.00527549824149904
1003815,electronics.smartphone,huawei,772.19,3,3,0,0,0.0005861664712776711
1003852,electronics.smartphone,samsung,229.07,22,22,0,0,0.006154747948415547
1003854,electronics.smartphone,samsung,200.52,1,1,0,0,0.0
1003855,electronics.smartphone,xiaomi,140.91,17,17,0,0,0.004689331770221369
1003856,electronics.smartphone,xiaomi,140.91,24,24,0,0,0.0067409144196932174
1003859,electronics.smartphone,samsung,251.44,32,32,0,0,0.009085580304803902
1003860,electronics.smartphone,samsung,223.43,9,7,0,2,0.004689331770221369
1003862,electronics.smartphone,xiaomi,254.05,16,16,0,0,0.004396248534582533
1003864,electronics.smartphone,unknown,0.0,1,1,0,0,0.0
1003870,electronics.smartphone,xiaomi,330.77,10,10,0,0,0.00263774912074952
1003877,electronics.smartphone,prestigio,51.2,11,11,0,0,0.0029308323563883554
1003878,electronics.smartphone,prestigio,58.87,6,6,0,0,0.0014654161781941777
1003879,electronics.smartphone,huawei,694.48,76,74,0,2,0.02432590855802335
1003883,electronics.smartphone,xiaomi,230.47,10,10,0,0,0.00263774912074952
1003890,electronics.smartphone,xiaomi,304.88,6,6,0,0,0.0014654161781941777
1003892,electronics.smartphone,xiaomi,145.17,1,1,0,0,0.0
1003894,electronics.smartphone,lg,344.9,40,40,0,0,0.011430246189914587
1003895,electronics.smartphone,xiaomi,179.93,5,5,0,0,0.0011723329425553423
1003896,electronics.smartphone,xiaomi,478.43,15,15,0,0,0.004103165298943698
1003898,electronics.smartphone,oneplus,540.3,9,9,0,0,0.0023446658851106845
1003899,electronics.smartphone,oneplus,642.46,1,1,0,0,0.0
1003901,electronics.smartphone,xiaomi,489.07,12,12,0,0,0.003223915592027191
1003906,electronics.smartphone,huawei,141.55,31,31,0,0,0.008792497069165066
1003907,electronics.smartphone,huawei,124.84,18,16,0,2,0.007327080890970889
1003910,electronics.smartphone,nokia,115.58,3,3,0,0,0.0005861664712776711
1003911,electronics.smartphone,samsung,179.88,21,21,0,0,0.005861664712776711
1003921,electronics.smartphone,prestigio,51.2,2,2,0,0,0.00029308323563883556
1003922,electronics.smartphone,huawei,170.77,4,4,0,0,0.0008792497069165067
1003934,electronics.smartphone,lg,344.9,26,26,0,0,0.007327080890970889
1003936,electronics.smartphone,xiaomi,424.46,18,18,0,0,0.004982415005860204
1003938,electronics.smartphone,meizu,203.35,15,15,0,0,0.004103165298943698
1003942,electronics.smartphone,xiaomi,187.81,24,24,0,0,0.0067409144196932174
1003943,electronics.smartphone,xiaomi,164.74,15,15,0,0,0.004103165298943698
1003947,electronics.smartphone,inoi,58.32,2,2,0,0,0.00029308323563883556
1003948,electronics.smartphone,inoi,48.88,1,1,0,0,0.0
1003949,electronics.smartphone,inoi,53.19,3,3,0,0,0.0005861664712776711
1003954,electronics.smartphone,oneplus,450.2,2,2,0,0,0.00029308323563883556
1003965,electronics.smartphone,samsung,720.46,74,74,0,0,0.021395076201634996
1003966,electronics.smartphone,samsung,720.48,4,4,0,0,0.0008792497069165067
1003969,electronics.smartphone,meizu,97.56,4,4,0,0,0.0008792497069165067
1003978,electronics.smartphone,oneplus,646.37,4,4,0,0,0.0008792497069165067
1003981,electronics.smartphone,doogee,71.39,3,3,0,0,0.0005861664712776711
1003982,electronics.smartphone,huawei,102.19,51,51,0,0,0.014654161781941778
1003983,electronics.smartphone,huawei,102.71,12,12,0,0,0.003223915592027191
1003984,electronics.smartphone,huawei,102.71,8,8,0,0,0.002051582649471849
1003988,electronics.smartphone,nokia,115.58,2,2,0,0,0.00029308323563883556
1003989,electronics.smartphone,nokia,118.12,2,2,0,0,0.00029308323563883556
1003991,electronics.smartphone,lg,216.2,33,33,0,0,0.009378663540442738
1003992,electronics.smartphone,lg,216.2,5,5,0,0,0.0011723329425553423
1004014,electronics.smartphone,nokia,138.97,5,5,0,0,0.0011723329425553423
1004015,electronics.smartphone,samsung,694.72,9,9,0,0,0.0023446658851106845
1004016,electronics.smartphone,samsung,720.46,22,20,0,2,0.008499413833526231
1004024,electronics.smartphone,xiaomi,128.42,10,10,0,0,0.00263774912074952
1004025,electronics.smartphone,xiaomi,136.43,2,2,0,0,0.00029308323563883556
1004026,electronics.smartphone,xiaomi,141.27,61,58,0,3,0.02110199296599616
1004033,electronics.smartphone,meizu,203.35,15,15,0,0,0.004103165298943698
1004034,electronics.smartphone,xiaomi,122.64,12,12,0,0,0.003223915592027191
1004035,electronics.smartphone,nokia,115.55,20,17,2,1,0.00791324736224856
1004038,electronics.smartphone,xiaomi,151.35,92,88,1,3,0.030773739742077734
1004042,electronics.smartphone,xiaomi,141.32,10,9,1,0,0.003223915592027191
1004059,electronics.smartphone,xiaomi,360.34,50,50,0,0,0.014361078546302941
1004060,electronics.smartphone,xiaomi,360.34,18,18,0,0,0.004982415005860204
1004062,electronics.smartphone,xiaomi,398.72,3,3,0,0,0.0005861664712776711
1004077,electronics.smartphone,xiaomi,409.28,15,15,0,0,0.004103165298943698
1004078,electronics.smartphone,xiaomi,406.45,3,3,0,0,0.0005861664712776711
1004080,electronics.smartphone,xiaomi,406.43,15,14,0,1,0.00527549824149904
1004093,electronics.smartphone,irbis,57.64,1,1,0,0,0.0
1004097,electronics.smartphone,texet,118.52,5,5,0,0,0.0011723329425553423
1004098,electronics.smartphone,bq,72.05,3,3,0,0,0.0005861664712776711
1004101,electronics.smartphone,bq,74.03,1,1,0,0,0.0
1004111,electronics.smartphone,bq,128.08,1,1,0,0,0.0
1004122,electronics.smartphone,bq,70.76,1,1,0,0,0.0
1004123,electronics.smartphone,bq,92.04,2,2,0,0,0.00029308323563883556
1004129,electronics.smartphone,xiaomi,149.3,3,3,0,0,0.0005861664712776711
1004133,electronics.smartphone,xiaomi,135.99,191,178,8,5,0.06623681125437683
1004136,electronics.smartphone,xiaomi,128.42,10,10,0,0,0.00263774912074952
1004138,electronics.smartphone,xiaomi,162.59,7,7,0,0,0.0017584994138330134
1004139,electronics.smartphone,xiaomi,97.27,51,51,0,0,0.014654161781941778
1004140,electronics.smartphone,xiaomi,119.18,23,23,0,0,0.006447831184054382
1004142,electronics.smartphone,xiaomi,254.58,13,13,0,0,0.0035169988276660268
1004143,electronics.smartphone,xiaomi,141.32,22,22,0,0,0.006154747948415547
1004144,electronics.smartphone,xiaomi,128.38,93,88,4,1,0.0304806565064389
1004145,electronics.smartphone,xiaomi,167.06,1,1,0,0,0.0
1004147,electronics.smartphone,xiaomi,89.84,52,51,0,1,0.016119577960135956
1004149,electronics.smartphone,xiaomi,329.22,14,14,0,0,0.0038100820633048624
1004152,electronics.smartphone,meizu,127.49,14,14,0,0,0.0038100820633048624
1004155,electronics.smartphone,meizu,128.42,1,1,0,0,0.0
1004156,electronics.smartphone,xiaomi,149.3,4,4,0,0,0.0008792497069165067
1004157,electronics.smartphone,samsung,746.48,69,69,0,0,0.019929660023440817
1004158,electronics.smartphone,samsung,952.41,6,6,0,0,0.0014654161781941777
1004159,electronics.smartphone,samsung,746.48,53,53,0,0,0.01524032825321945
1004161,electronics.smartphone,xiaomi,96.53,85,83,0,2,0.02696365767877287
1004162,electronics.smartphone,xiaomi,141.32,2,2,0,0,0.00029308323563883556
1004164,electronics.smartphone,samsung,309.81,2,2,0,0,0.00029308323563883556
1004166,electronics.smartphone,xiaomi,146.42,35,35,0,0,0.009964830011720409
1004167,electronics.smartphone,nokia,102.65,2,2,0,0,0.00029308323563883556
1004168,electronics.smartphone,samsung,179.9,6,6,0,0,0.0014654161781941777
1004173,electronics.smartphone,xiaomi,146.46,9,9,0,0,0.0023446658851106845
1004174,electronics.smartphone,tp-link,97.56,14,14,0,0,0.0038100820633048624
1004175,electronics.smartphone,tp-link,97.56,7,7,0,0,0.0017584994138330134
1004184,electronics.smartphone,xiaomi,321.76,2,2,0,0,0.00029308323563883556
1004188,electronics.smartphone,oppo,179.93,1,1,0,0,0.0
1004190,electronics.smartphone,xiaomi,158.28,1,1,0,0,0.0
1004191,electronics.smartphone,xiaomi,198.37,4,4,0,0,0.0008792497069165067
1004192,electronics.smartphone,inoi,53.18,1,1,0,0,0.0
1004194,electronics.smartphone,tp-link,141.32,2,2,0,0,0.00029308323563883556
1004197,electronics.smartphone,meizu,115.81,4,4,0,0,0.0008792497069165067
1004198,electronics.smartphone,nokia,101.65,6,6,0,0,0.0014654161781941777
1004199,electronics.smartphone,xiaomi,334.24,88,88,0,0,0.025498241500578694
1004205,electronics.smartphone,xiaomi,128.59,69,67,2,0,0.02110199296599616
1004208,electronics.smartphone,inoi,64.33,10,10,0,0,0.00263774912074952
1004209,electronics.smartphone,samsung,95.21,284,251,19,14,0.11049237983584101
1004210,electronics.smartphone,samsung,95.21,113,105,4,4,0.039859320046881634
1004211,electronics.smartphone,samsung,97.79,61,57,0,4,0.022274325908551502
1004212,electronics.smartphone,inoi,48.14,1,1,0,0,0.0
1004213,electronics.smartphone,xiaomi,503.37,10,10,0,0,0.00263774912074952
1004214,electronics.smartphone,xiaomi,334.24,31,30,0,1,0.009964830011720409
1004216,electronics.smartphone,xiaomi,486.5,2,2,0,0,0.00029308323563883556
1004223,electronics.smartphone,prestigio,71.82,7,7,0,0,0.0017584994138330134
1004224,electronics.smartphone,xiaomi,424.72,17,16,0,1,0.005861664712776711
1004225,electronics.smartphone,apple,1012.19,37,35,0,2,0.012895662368108764
1004226,electronics.smartphone,apple,1012.64,73,71,1,1,0.022860492379829175
1004227,electronics.smartphone,apple,1012.19,206,193,5,8,0.07239155920279239
1004228,electronics.smartphone,apple,1142.86,25,24,1,0,0.007620164126609725
1004229,electronics.smartphone,apple,1142.03,74,72,1,1,0.02315357561546801
1004230,electronics.smartphone,apple,1145.33,40,37,3,0,0.0131887456037476
1004231,electronics.smartphone,apple,1345.75,3,3,0,0,0.0005861664712776711
1004232,electronics.smartphone,apple,1433.24,2,2,0,0,0.00029308323563883556
1004233,electronics.smartphone,apple,1309.39,4,4,0,0,0.0008792497069165067
1004234,electronics.smartphone,apple,1086.01,6,6,0,0,0.0014654161781941777
1004235,electronics.smartphone,apple,1167.98,36,36,0,0,0.010257913247359245
1004236,electronics.smartphone,apple,1356.5,4,4,0,0,0.0008792497069165067
1004237,electronics.smartphone,apple,1080.72,280,250,15,15,0.10814771395073032
1004238,electronics.smartphone,apple,1205.23,149,134,6,9,0.057444314185211766
1004239,electronics.smartphone,apple,1335.63,19,17,0,2,0.007620164126609725
1004240,electronics.smartphone,apple,1067.92,65,60,0,5,0.024618991793662188
1004241,electronics.smartphone,apple,1177.4,50,48,1,1,0.016119577960135956
1004242,electronics.smartphone,apple,1335.79,8,8,0,0,0.002051582649471849
1004243,electronics.smartphone,apple,735.33,39,37,1,1,0.012895662368108764
1004244,electronics.smartphone,apple,803.73,18,17,0,1,0.006154747948415547
1004245,electronics.smartphone,apple,1116.22,3,3,0,0,0.0005861664712776711
1004246,electronics.smartphone,apple,735.01,363,344,9,10,0.12309495896831094
1004247,electronics.smartphone,apple,808.27,85,75,5,5,0.03341148886282725
1004248,electronics.smartphone,apple,1116.22,3,3,0,0,0.0005861664712776711
1004249,electronics.smartphone,apple,738.61,1022,947,40,35,0.36371629542779493
1004250,electronics.smartphone,apple,804.21,207,197,2,8,0.07092614302459821
1004251,electronics.smartphone,apple,1052.54,10,10,0,0,0.00263774912074952
1004252,electronics.smartphone,apple,759.06,57,53,2,2,0.019929660023440817
1004253,electronics.smartphone,apple,816.52,36,27,7,2,0.016705744431413625
1004254,electronics.smartphone,apple,1116.22,8,8,0,0,0.002051582649471849
1004255,electronics.smartphone,apple,744.39,63,60,1,2,0.02110199296599616
1004256,electronics.smartphone,apple,817.61,23,23,0,0,0.006447831184054382
1004257,electronics.smartphone,apple,1116.22,5,5,0,0,0.0011723329425553423
1004258,electronics.smartphone,apple,733.92,486,458,17,11,0.1650058616646644
1004259,electronics.smartphone,apple,816.74,80,77,0,3,0.026670574443134035
1004260,electronics.smartphone,apple,1108.14,1,1,0,0,0.0
1004278,electronics.smartphone,bq,53.43,1,1,0,0,0.0
1004279,electronics.smartphone,bq,53.43,1,1,0,0,0.0
1004281,electronics.smartphone,bq,71.45,5,5,0,0,0.0011723329425553423
1004284,electronics.smartphone,bq,52.74,5,5,0,0,0.0011723329425553423
1004288,electronics.smartphone,bq,74.03,2,2,0,0,0.00029308323563883556
1004296,electronics.smartphone,bq,83.37,2,2,0,0,0.00029308323563883556
1004303,electronics.smartphone,bq,113.23,1,1,0,0,0.0
1004305,electronics.smartphone,jinga,64.33,6,6,0,0,0.0014654161781941777
1004306,electronics.smartphone,jinga,54.57,10,10,0,0,0.00263774912074952
1004309,electronics.smartphone,prestigio,51.2,22,22,0,0,0.006154747948415547
1004317,electronics.smartphone,meizu,200.75,15,15,0,0,0.004103165298943698
1004318,electronics.smartphone,nokia,326.13,1,1,0,0,0.0
1004320,electronics.smartphone,xiaomi,194.34,11,11,0,0,0.0029308323563883554
1004321,electronics.smartphone,huawei,243.25,233,223,2,8,0.07854630715120793
1004322,electronics.smartphone,huawei,303.7,88,87,1,0,0.026084407971856363
1004323,electronics.smartphone,honor,244.54,9,9,0,0,0.0023446658851106845
1004324,electronics.smartphone,honor,247.11,11,11,0,0,0.0029308323563883554
1004340,electronics.smartphone,meizu,185.33,1,1,0,0,0.0
1004342,electronics.smartphone,meizu,200.29,6,6,0,0,0.0014654161781941777
1004347,electronics.smartphone,meizu,123.53,3,3,0,0,0.0005861664712776711
1004356,electronics.smartphone,apple,1477.26,56,54,0,2,0.018464243845246642
1004357,electronics.smartphone,apple,1433.76,15,11,2,2,0.007620164126609725
1004358,electronics.smartphone,apple,1440.19,9,9,0,0,0.0023446658851106845
1004359,electronics.smartphone,apple,1763.98,15,15,0,0,0.004103165298943698
1004360,electronics.smartphone,apple,1762.98,6,6,0,0,0.0014654161781941777
1004361,electronics.smartphone,apple,1309.92,19,19,0,0,0.00527549824149904
1004362,electronics.smartphone,apple,1273.65,4,4,0,0,0.0008792497069165067
1004363,electronics.smartphone,apple,1310.15,3,3,0,0,0.0005861664712776711
1004375,electronics.smartphone,oppo,254.58,8,8,0,0,0.002051582649471849
1004381,electronics.smartphone,samsung,233.58,2,2,0,0,0.00029308323563883556
1004385,electronics.smartphone,oppo,776.08,23,23,0,0,0.006447831184054382
1004386,electronics.smartphone,oppo,776.08,18,18,0,0,0.004982415005860204
1004388,electronics.smartphone,sony,694.74,17,17,0,0,0.004689331770221369
